Market,Constant,Price,EngineSize,SportsBike,Brand2,Brand3,z1,z2,z3,z4,shares
8,1,2.54241929507683,6.5,0,0,1,0.237500580756964,0.570891947017611,0.44506217392583,0.469543252546751,0.025234381929006
8,1,3.58583122952424,10,1,0,1,0.719846096111709,0.51864777532472,0.69550143047184,0.239806183021622,0.350001240315404
8,1,5.2549097835371,12,0,0,1,0.99886520917064,0.231619322985742,0.18392827693238,0.717833174345001,0.001863143832881
9,1,2.70996521610587,7.5,1,0,0,0.275430416717741,0.156545468329879,0.688772380601455,0.520388368605795,0.414765050939984
9,1,1.02560160413311,3,1,1,0,0.194779586356548,0.130672874190065,0.098747308828867,0.254202356754393,0.267932894358914
9,1,2.69397794205754,5,1,1,0,0.22829599093569,0.097404487685623,0.104676885280134,0.342745356536508,0.008816376521803
9,1,3.18950565091109,10,0,1,0,0.35170796307295,0.66983889051622,0.095142984618632,0.690047692148216,0.065174711848598
9,1,2.78569211462848,5,1,0,1,0.224638039092262,0.493921406498109,0.356723984931229,0.351598073235673,0.034510563203528
9,1,2.23258664593195,6.5,0,0,1,0.261740488435809,0.46267303459559,0.565370534174802,0.528511152612701,0.092589814683014
9,1,4.39602174907572,7.5,1,0,1,0.510815588744207,0.377323204365341,0.573421480890173,0.657809552790838,0.007010126888707
9,1,5.2551699087731,10,0,0,1,0.99387429334874,0.071099572232076,0.867252115092898,0.979583691734009,0.00206352485353
10,1,1.0791456134341,3,1,0,0,0.081857933241778,0.11371018661093,0.179736204119038,0.191492991820695,0.075430256293506
10,1,1.07911833473444,5,1,0,0,0.145464551442758,0.212197591046321,0.320715139528229,0.077905686988636,0.314684449048969
10,1,0.839067838765479,3,1,1,0,0.143961626215476,0.270304155703246,0.202817151487932,0.05623029328376,0.01356120620209
10,1,2.59545913936052,5,1,1,0,0.274631997403253,0.470152000761937,0.488049883558379,0.260422093782531,0.003044466115732
10,1,1.80087128517736,7.5,0,1,0,0.441016457210238,0.394524050709767,0.399596780261335,0.35631396565036,0.00599241340978
10,1,1.98715267246582,5,1,0,1,0.35750274503144,0.383209241772772,0.215172261796401,0.454464673173908,0.582652999580844
11,1,3.69410551422962,7.5,1,0,0,0.345724553263075,0.741147710984474,0.416776873833831,0.737241718906941,0.062006568786611
11,1,2.15548398776339,3,1,1,0,0.279661480924176,0.047127366007987,0.10051572042368,0.190718687242205,0.001834278042751
11,1,3.09214319897969,10,0,1,0,0.487531742806869,0.013674337834327,0.546064964307093,0.208331611391341,0.077303667173119
11,1,2.53901247584004,5,1,0,1,0.331607184930512,0.337934614750191,0.090173143694272,0.271545783282378,0.597798325888162
11,1,3.27569293136783,5,1,0,1,0.459950763225059,0.440585974755058,0.39403941493648,0.02535480077012,0.060584822663664
11,1,3.1916735692976,6.5,0,0,1,0.404609632902217,0.592773654259936,0.394611347386798,0.445353198580719,0.017938443871267
11,1,4.15561867631973,10,1,0,1,0.348180800077267,0.636291094144459,0.429330110275785,0.878561527598124,0.108224547884526
11,1,4.98096434544302,12,0,0,1,0.851929646647818,0.548496125590462,0.005956916161285,0.067191406426674,0.003696336971314
12,1,1.18043787710319,5,1,0,0,0.275750757669351,0.344279011392646,0.040720351900394,0.125358808227207,0.322096756012715
12,1,4.84658707531701,7.5,1,0,0,0.636536258742938,0.661695415600928,0.482485514182687,0.688924468069879,0.000157673721185
12,1,1.74577504622149,3,1,1,0,0.274331653816264,0.004640400858894,0.165354572074181,0.001645227834095,0.024883550825377
12,1,2.6419089769763,5,1,1,0,0.325072323748631,0.498247244242507,0.448666181041558,0.413122562249204,0.006282355268454
12,1,1.69901340126414,5,1,0,1,0.043901883044904,0.331259919234699,0.474432613968751,0.338848540430171,0.263792515293981
12,1,3.30965933044349,6.5,0,0,1,0.545069479624254,0.465886741675711,0.311437145548596,0.541925012501279,0.000305868503233
12,1,2.74422650882052,7.5,1,0,1,0.337802300172465,0.04772526279069,0.013689335384562,0.018466408999981,0.364016469780248
13,1,2.80601777352287,5,1,0,0,0.359459105125089,0.405290703872933,0.076240826234733,0.238822856001991,0.01207936978459
13,1,1.40302107438342,3,1,1,0,0.217577370488346,0.212072943274544,0.1943144577745,0.10332804789266,0.078460331840813
13,1,2.40334725838191,5,1,1,0,0.225633139716165,0.441089096642437,0.113916207376618,0.48600385619837,0.180593019709095
13,1,1.76362231064114,7.5,0,1,0,0.420780631189384,0.137039072479932,0.071124292722234,0.476562744363173,0.333495484013654
13,1,4.17880559014659,10,0,1,0,0.757564865028331,0.148520876813028,0.469887147545153,0.843927790675601,0.007595775428212
13,1,2.60785170455748,6.5,0,0,1,0.568362952391885,0.327726016199692,0.474466381002719,0.524412416421715,0.125974936710584
13,1,4.44013686501849,10,1,0,1,0.557331696190565,0.632283876827468,0.860085459121976,0.663384716515864,0.144243952064144
14,1,1.38587435773892,3,1,0,0,0.123536941439495,0.167183765252509,0.208235885737168,0.120862233527118,0.011599098776277
14,1,0.967072773412378,3,1,1,0,0.07563550941519,0.284641817433409,0.07373966974401,0.073566803453432,0.028611779967602
14,1,1.47469439334317,5,1,1,0,0.266941838444122,0.34054379329592,0.144311903525955,0.047481686687467,0.005545341001606
14,1,0.963357381317125,7.5,0,1,0,0.052071629778932,0.031421900849594,0.473477588963684,0.220355119966262,0.1746540333686
14,1,3.4796967220123,10,0,1,0,0.633040946658321,0.432738984964435,0.443714769530348,0.873245663548478,0.001810047790359
14,1,3.9501396688262,5,1,0,1,0.112509681807588,0.376981293992099,0.491391776893626,0.498319921370488,2.87636118617395E-05
14,1,5.50884623784523,7.5,1,0,1,0.48959391682435,0.504949085243863,0.294245957921009,0.72613732657946,2.15726513238965E-05
14,1,3.04871915777501,10,1,0,1,0.57200967885279,0.135399931138317,0.802638638013984,0.120891128633989,0.772193164349712
14,1,5.51267396350382,10,0,0,1,0.438802587120538,0.772729638107533,0.1437555383684,0.773958682026559,2.8583770599953E-05
14,1,5.31066936286466,12,0,0,1,0.402721994130978,0.734634739704149,1.18783937920034,0.18858572973495,0.000621341089005
15,1,2.32586715712053,5,1,0,0,0.189096661322539,0.323182456248845,0.348337388708307,0.352568582641223,0.153640542633435
15,1,1.57346068627416,5,1,1,0,0.11596307897019,0.045761627540217,0.425450186727984,0.425752566572004,0.164175065337263
15,1,5.4353888291744,10,0,1,0,0.895644249854297,0.69166989376991,0.814890106683101,0.982255311668473,4.12517947570184E-05
15,1,2.8033604962123,5,1,0,1,0.123772833960295,0.385149760821061,0.450550611944596,0.220866492304486,0.400803696906783
15,1,3.75102445389548,10,1,0,1,0.087778725466303,0.001127941099405,0.322077471185012,0.946764131283426,0.235884717270094
16,1,2.4681423853576,5,1,0,0,0.022897187589046,0.240342831081616,0.288344638261237,0.399391249077866,0.176863623476729
16,1,2.99892825526401,5,1,1,0,0.467686452843134,0.397938340654209,0.382613697616842,0.431309531692951,0.00535113261067
16,1,1.83244078436977,5,1,0,1,0.109542249723623,0.172940222021395,0.029108144538109,0.351623961759654,0.245567180546431
16,1,4.20443339364496,6.5,0,0,1,0.302919070973657,0.215487743125009,0.174429946834513,0.632034670685504,0.000284033437223
16,1,3.2148777992478,7.5,1,0,1,0.728070469784285,0.343974094478019,0.368099911785255,0.379834119697607,0.108743893841488
16,1,3.61876776861275,10,1,0,1,0.756401861271909,0.060498075661342,0.476195716058099,0.647818249749335,0.390488972059412
16,1,5.07971918561101,12,0,0,1,0.842838203297539,0.94404673943899,0.414658456609679,0.855403839492066,0.002876905459128
17,1,0.920127751741951,3,1,0,0,0.027602370486573,0.028253265390834,0.239770140455371,0.270866595329852,0.161315108076977
17,1,1.97453415954815,5,1,0,0,0.219282746929439,0.296879423561928,0.494749752821955,0.152503676298069,0.014434644062361
17,1,1.94547927740178,3,1,1,0,0.150052481928823,0.049771909896611,0.035990217917376,0.230105678773882,0.001090044284592
17,1,1.86088479287108,5,1,1,0,0.387575969319702,0.301157306055084,0.274545147813964,0.099373016963625,0.037353263843512
17,1,1.98307256755759,6.5,0,0,1,0.071479619027605,0.033718991112739,0.332782619903121,0.103802692716138,0.470942384036883
17,1,3.89849944155527,10,1,0,1,0.052335534896019,0.60129710952209,0.525480497691602,0.560474639325969,0.081604054760408
17,1,2.86479413084383,10,0,0,1,0.152531820896884,0.060188725917753,0.814081911236599,0.517433800560845,0.212910221033749
18,1,2.4065836750266,3,1,0,0,0.181773738451736,0.0699716616993,0.155335190218681,0.281097999765007,0.000185028052519
18,1,1.16301050923969,5,1,0,0,0.119509300404243,0.035734934074176,0.183095074092133,0.118579301885301,0.426670940630194
18,1,1.61088204099001,3,1,1,0,0.07916711288316,0.094432449500404,0.224598143251861,0.134262317894655,0.00389252218367
18,1,3.5317592762228,5,1,0,1,0.293921343216551,0.238915078662526,0.327039823205837,0.397740125147017,0.000754781857
18,1,2.98472700746694,5,1,0,1,0.37581009187215,0.450576031227782,0.053317849956573,0.169168608921503,0.002258130623084
18,1,2.67060487027426,10,1,0,1,0.406111805857621,0.028056749559494,0.30275231400332,0.066516050948998,0.562249306821193
18,1,4.90415921719605,10,0,0,1,0.922900485256068,0.998751847749472,0.176878134771227,0.156337815776016,2.80209320745227E-05
19,1,2.24227705567295,3,1,1,0,0.292193866967821,0.130458498102432,0.249190445156712,0.290033283428857,0.006695902267288
19,1,3.11539880315968,5,1,0,1,0.060012261169949,0.430207071575435,0.045921648078864,0.263739281520106,0.068359764080767
19,1,2.58452140026216,5,1,0,1,0.180232863896144,0.018126894646266,0.208038262404532,0.177949930627499,0.562330106121136
19,1,4.00099307231359,6.5,0,0,1,0.199578236422118,0.540489630133067,0.383672026184298,0.16558381047023,0.017894581470673
19,1,4.23357980569733,7.5,1,0,1,0.513595221265261,0.019456688492461,0.335604123660425,0.660407164382091,0.05107125311555
20,1,1.45907618888059,7.5,1,0,0,0.336739717967681,0.584993855372959,0.25608956232531,0.116857887788281,0.444008885922175
20,1,1.95828643079813,3,1,1,0,0.11715396206362,0.059836686468033,0.287938294516393,0.243873014983821,0.001256495740619
20,1,2.26568902345148,5,1,1,0,0.367888825108629,0.231320814417791,0.25831562535598,0.344019563626321,0.006994024057644
20,1,1.38622743585813,7.5,0,1,0,0.25322720985258,0.07279391766439,0.060421171673174,0.231570292167092,0.137222925308385
20,1,1.05783401788413,5,1,0,1,0.160583925435416,0.254481736714969,0.182531562142218,0.18410344301249,0.204921224817003
20,1,3.13962503746883,6.5,0,0,1,0.131948957019186,0.067530768985651,0.631154874720167,0.564541286492408,0.001798653028198
20,1,3.3448038045778,10,1,0,1,0.583746376170748,0.759729138598584,0.561440475819655,0.135296921055822,0.171072560526256
20,1,4.15794308640947,12,0,0,1,0.608934740674733,0.505348840882945,0.403141017462009,0.611205770366047,0.028421047653153
21,1,2.32477026782699,5,1,0,0,0.275273741846401,0.217508807621759,0.290621753770003,0.109131759471769,0.085234908065399
21,1,3.94858599112466,7.5,1,0,0,0.70236092584715,0.461157181100203,0.473629723118811,0.501891452295942,0.012874304253999
21,1,0.878263645492524,3,1,1,0,0.147503864689878,0.170816429217934,0.129297091809691,0.106638164706617,0.104723765078705
21,1,2.90582265498386,5,1,1,0,0.218441608585246,0.155712924506201,0.496296414189705,0.428935312498829,0.004784486322077
21,1,2.97067003709305,7.5,0,1,0,0.528201938765181,0.444089267245919,0.537499772741669,0.563577491369588,0.00181729517176
21,1,3.59736523540596,5,1,0,1,0.113236404357601,0.232907234010064,0.446888300397013,0.47965430015791,0.00721269428377
21,1,2.23743883523901,5,1,0,1,0.132456613542325,0.114759749471324,0.149796178345073,0.019342819649384,0.689951101866858
21,1,4.4472384578623,7.5,1,0,1,0.561850542470381,0.55204851874206,0.433420087343561,0.125924684860101,0.02081685948183
21,1,5.79662555461293,10,0,0,1,0.947115085100717,0.892520144197602,0.889987328811752,0.92919889208227,0.000403276020618
21,1,5.09115655163332,12,0,0,1,1.19381719552406,0.774090873195367,0.866372474408369,0.174594547974163,0.023790270740976
22,1,2.43906921867857,3,1,0,0,0.224760008075041,0.203188855454442,0.218159211323255,0.158614693268648,0.021019535432652
22,1,2.30050027336807,5,1,0,0,0.174821611584052,0.033429478658289,0.341472658893177,0.362507094504327,0.282043881989789
22,1,1.75365392803515,3,1,1,0,0.257209068510786,0.132440402327077,0.029908429584926,0.004297345959725,0.019813195075677
22,1,2.93169563878932,7.5,0,1,0,0.520712011374982,0.513991883780042,0.448729801956485,0.657343956020188,0.006227411793271
22,1,3.2437611335675,7.5,1,0,1,0.465889457706006,0.093738160175912,0.524756221419712,0.236769971982547,0.190855098476339
22,1,4.30332224200565,10,1,0,1,0.806984537861662,0.052521790232587,0.450514246865247,0.595499537103102,0.206166956954192
22,1,3.74218884925197,10,0,0,1,0.452631027081575,0.019136931657633,0.776132021540963,0.24874183059883,0.165359280509199
22,1,5.20002901010063,12,0,0,1,1.06959816316326,0.776938746910482,0.591117366389269,0.57024050794682,0.03038716346
23,1,3.5311098079216,7.5,1,0,0,0.593582602085364,0.305130499792278,0.596766826393704,0.070887004347347,0.000762763952131
23,1,1.31682362950644,10,0,1,0,0.147539905645891,0.608231434329381,0.315248606806363,0.218965174609854,0.322390618559534
23,1,3.94364023419347,6.5,0,0,1,0.422063302691406,0.38780290456297,0.365579729555295,0.50714269581231,8.5225146945071E-05
23,1,1.55677383362341,10,0,0,1,0.033684873753171,0.188852646193731,0.656010649219016,0.218455735189973,0.669981353801698
23,1,4.71844617154975,12,0,0,1,0.38629113586307,0.698279678629649,1.05001745645355,1.12884078665073,0.002690808876741
24,1,3.94485129366014,6.5,0,0,1,0.093043823872313,0.491869022261328,0.084713087661569,0.062722282065088,0.002193963546187
24,1,5.40055857767809,10,1,0,1,0.951081317345784,0.022043896712488,0.570019106067118,0.865337236274116,0.007463415960013
24,1,3.68969812864033,10,0,0,1,0.331896762480403,0.805912834263888,0.710169467180419,0.076980866860416,0.788062545716811
25,1,0.902226002120738,3,1,0,0,0.23828374341319,0.010188992104238,0.221452260807091,0.004654038861207,0.144945982016627
25,1,1.41714357151973,3,1,1,0,0.162051045511256,0.008538116748502,0.238136733777469,0.067331502220812,0.004722086475312
25,1,0.993183448721206,5,1,1,0,0.161889526212362,0.025352630398451,0.355482078939105,0.090631234151915,0.014897253149733
25,1,2.63026840414385,10,0,1,0,0.101332804675816,0.836533317228818,0.137227992950333,0.653985517445083,0.046450374394341
25,1,2.10195327257735,7.5,1,0,1,0.152493869468866,0.235110683170164,0.209349794936209,0.003973485605474,0.763951588742245
25,1,5.11945330480443,10,1,0,1,0.968287490654992,0.63358520363463,0.54467068064719,0.237057346688877,0.017157789975396
25,1,4.11015824883518,10,0,0,1,0.038339051123767,0.019979018505445,0.127047011574605,0.904341984920069,0.001910725699975
26,1,2.07971507838925,3,1,0,0,0.294458094770532,0.175781548773902,0.276687113827042,0.216450702526898,0.030363178534277
26,1,1.45477459583022,5,1,0,0,0.000226030588704,0.316866341057454,0.141526042358425,0.019210642460825,0.169376405283034
26,1,1.61708470643681,3,1,1,0,0.115368906926679,0.222949455779131,0.013683586754293,0.137739879856604,0.071806917661874
26,1,2.09908767501076,5,1,1,0,0.247097572016872,0.387679748019867,0.260651157750002,0.186059151726379,0.033481516157039
26,1,3.30175476040183,7.5,0,1,0,0.715830420951023,0.241268358735535,0.171058723664119,0.716950483557239,0.002064390480799
26,1,4.41089292522252,5,1,0,1,0.348686709060875,0.474799071744175,0.472886816482511,0.414794374103465,0.00084897683616
26,1,1.89798280375088,6.5,0,0,1,0.161864624147738,0.484171460481506,0.200448602866709,0.169886994417737,0.415211761487996
26,1,2.53525464127744,7.5,1,0,1,0.630801479613971,0.504040075166427,0.144685435613461,0.12641668898428,0.223577452371495
26,1,5.03665590088836,10,1,0,1,0.550166120856609,0.912028120029682,0.507454243012641,0.302534776249099,0.00230443588041
26,1,5.26821893791395,10,0,0,1,0.969101374094523,0.678430751608748,0.388690480574721,0.197645518664195,0.00163738397126
26,1,4.52138702890646,12,0,0,1,0.299235802872386,1.09008410052061,0.200005146019908,1.19047426601772,0.023757566611763
27,1,1.93015687289077,3,1,0,0,0.257967565643387,0.121338565434469,0.089979396635927,0.158707193139882,0.092108183603867
27,1,2.59652095217895,5,1,0,0,0.353503170251308,0.358840883951502,0.491778025054132,0.052267305088382,0.030704074615217
27,1,3.63687029377204,7.5,1,0,0,0.359315055164285,0.663801151200737,0.650476527024661,0.562120155995004,0.006370072818049
27,1,3.86769545969271,7.5,0,1,0,0.557022869901803,0.501604128979106,0.287114577175277,0.621117657612138,0.004419459652366
27,1,3.12943050831011,5,1,0,1,0.140374874340175,0.332827537398871,0.389609862263223,0.085327239338818,0.012809188090257
27,1,2.23662250959167,5,1,0,1,0.319308551180654,0.278751275242783,0.098654305306738,0.032057380065026,0.194154086524726
27,1,2.69595287144048,7.5,1,0,1,0.08640565912187,0.363499253428153,0.504431350866232,0.549682091896716,0.270326384031804
27,1,3.66652169103369,10,0,0,1,0.249147014002452,0.636359287136424,0.215940558189495,0.019581743296594,0.255186739616147
27,1,4.24961293570197,12,0,0,1,0.241584876946574,0.92206714335902,0.7327008590289,0.28113626818515,0.053168659856974
28,1,2.32171129770769,5,1,0,0,0.119713498935551,0.227878110734966,0.069353209982963,0.38210539423886,0.032477560795146
28,1,6.35610900963661,6.5,0,0,1,0.59004470496769,0.422595494682892,0.323063298070496,0.50792515274229,1.32081498715257E-05
28,1,3.56418880207799,7.5,1,0,1,0.401613784608607,0.082377543841064,0.079036793239779,0.334557508960173,0.154125800308239
28,1,6.49432920000397,10,1,0,1,0.931792710835272,0.449523955584938,0.879642371136602,0.274109445893553,0.00024468883034
28,1,3.22151122063963,12,0,0,1,0.278853887007277,0.043023352038616,0.210695950408658,0.127799935501321,0.696711579425347
29,1,2.25267981576251,5,1,0,0,0.334387954950892,0.176092978589031,0.402630655045158,0.414367238744619,0.119500063577841
29,1,3.76693461942931,7.5,1,0,0,0.574140504010998,0.347895908396159,0.532815348327728,0.63138287718612,0.003008091201496
29,1,2.00292178432807,3,1,1,0,0.139252529720098,0.139486862397492,0.278294282906877,0.106116212396239,0.001015004675744
29,1,1.65760667826671,5,1,1,0,0.078576201224713,0.240598681371985,0.421061246150223,0.171167892180269,0.182103244908759
29,1,1.56881806757799,5,1,0,1,0.195812529952025,0.102357841517835,0.014336240896723,0.29696161040696,0.520371992676172
29,1,3.7364665889638,6.5,0,0,1,0.450865898741718,0.085751558016557,0.285281924919947,0.317632878304819,0.004914810449339
29,1,3.61391542246973,7.5,1,0,1,0.654507590797938,0.72626193603463,0.690009150501859,0.271066629982322,0.013815104156305
29,1,3.90799221106805,10,1,0,1,0.327410080929438,0.689751130144575,0.900541331431808,0.97698529239426,0.072096612660554
29,1,4.00343759907379,10,0,0,1,0.554164268852006,0.374432134102666,0.699738018456537,0.629857048622465,0.050592492579782
29,1,5.29976590322792,12,0,0,1,0.729508670238355,0.709453972034775,0.415572108675237,0.676703788074486,0.002467729134982
30,1,1.22283388742193,3,1,0,0,0.064307062160701,0.268329360817118,0.17448184425893,0.175788254122428,0.071232566856084
30,1,2.22827428353478,7.5,1,0,0,0.70082310844309,0.297191518086425,0.064415553457181,0.398009409969923,0.158069076524378
30,1,1.67970869606343,3,1,1,0,0.038967501795399,0.134628614234636,0.24525867274392,0.135760723183848,0.003211030855291
30,1,2.04102757759156,5,1,1,0,0.445475631310454,0.414644401715904,0.153722926674545,0.228673916058231,0.007706326486914
30,1,4.56632157312429,10,0,1,0,0.820634320409062,0.549549122349918,0.607067554309171,0.414256539370927,3.04047605275276E-05
30,1,3.23423004644207,5,1,0,1,0.081905536272848,0.448138503384287,0.02331885183081,0.405293373670793,0.002207467629758
30,1,1.83376610751111,5,1,0,1,0.268032970161429,0.117465312129317,0.164249790559632,0.201472993210683,0.12850084660407
30,1,4.00768886213488,6.5,0,0,1,0.183327556739672,0.42398782700443,0.423527037682439,0.457771195357573,3.13787236945171E-05
30,1,3.10711447129665,10,1,0,1,0.135936079119555,0.529641521555988,0.210658836478735,0.107767043095418,0.606434027589747
30,1,3.31043809030913,10,0,0,1,0.210553332252138,0.881300889389894,0.237742116832848,0.666582633867613,0.015023786765514
31,1,1.80230279900592,5,1,0,0,0.317308068965907,0.314977352900256,0.253605197965394,0.24778442393748,0.035684675095166
31,1,3.36557579568636,7.5,1,0,0,0.445007815549357,0.067028909901773,0.059273992979176,0.639772406084948,0.01485365479418
31,1,1.043464524356,3,1,1,0,0.210990100672317,0.292441167787816,0.194868745142166,0.113281283682045,0.32274517333353
31,1,2.2425406886569,5,1,1,0,0.459226879842741,0.485717174364013,0.343568938184504,0.483386496930245,0.00615477340972
31,1,3.31926484603562,7.5,0,1,0,0.651919695176482,0.202333722565401,0.566348401011597,0.049487007346136,0.002195297528112
31,1,4.54877098467104,10,0,1,0,0.341601897071475,0.790613854350645,0.519244905420168,0.708318203756271,0.000307633592958
31,1,2.64939478478072,5,1,0,1,0.338668428054572,0.30335932602869,0.264601453886753,0.450566696326029,0.046628619113203
31,1,2.60010150183451,5,1,0,1,0.004897298338582,0.435326771096607,0.164582172842027,0.355601307583818,0.45515246472777
31,1,2.37032936399997,6.5,0,0,1,0.594386471375808,0.647937330366055,0.187263285272148,0.165957507340396,0.058120917353452
31,1,4.50422699168959,10,1,0,1,0.929309500188446,0.949966547611414,0.789246874737587,0.289681836367468,0.039500096295049
31,1,6.10556526970287,12,0,0,1,0.719093700908187,0.908637399509398,0.817691055101168,0.574678355089892,0.00034392969007
