regionno,regionname,year,gdpcap,sec.agriculture,sec.energy,sec.industry,sec.construction,sec.services.venta,sec.services.nonventa,school.illit,school.prim,school.med,school.high,school.post.high,popdens,invest
2,Andalucia,1995,5.720722685538507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.172574996948242
2,Andalucia,1996,5.995929612326166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Andalucia,1997,6.300985537335316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1955,2.28877455736698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1956,2.445158622020383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1957,2.603398932963908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1958,2.639031757527983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1959,2.677092215770383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1960,2.8814623608516987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1961,3.09954297028416,25.06999969482422,6.909999847412109,21.65999984741211,6.800000190734863,32.849998474121094,6.710000038146973,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1962,3.3591831864305512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1963,3.614181697249447,25.34000015258789,6.079999923706055,21.729999542236328,7.53000020980835,33.349998474121094,5.960000038146973,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1964,3.680091297854631,NA,NA,NA,NA,NA,NA,77.669464111328125,722.28515625,36.21180725097656,14.249056816101074,8.341134071350098,NA,21.272478103637695
3,Aragon,1965,3.7452869911052202,21.020000457763672,6.269999980926514,23.600000381469727,8.289999961853027,34.22999954223633,6.599999904632568,75.803802490234375,723.77685546875,38.29935836791992,14.871756553649902,8.452472686767578,NA,22.76789665222168
3,Aragon,1966,3.8833191040004196,NA,NA,NA,NA,NA,NA,73.973358154296875,726.22314453125,40.62442398071289,15.585719108581543,8.575725555419922,NA,21.476425170898438
3,Aragon,1967,4.016138124179922,18.479999542236328,6.079999923706055,23.3799991607666,8.430000305175781,35.709999084472656,7.929999828338623,72.17754364013672,730.974853515625,43.327762603759766,16.39621353149414,8.741209983825684,NA,19.729175567626953
3,Aragon,1968,4.243644882154206,NA,NA,NA,NA,NA,NA,70.41575622558594,733.10198974609375,49.99372482299805,17.252737045288086,8.765982627868652,NA,20.584880828857422
3,Aragon,1969,4.4762209053551665,18.719999313354492,6.050000190734863,23.530000686645508,8.109999656677246,35.310001373291016,8.279999732971191,68.68743133544922,735.111572265625,56.83525466918945,18.19457244873047,9.22996997833252,24.040000915527344,23.63405990600586
3,Aragon,1970,4.5962580201694605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.926958084106445
3,Aragon,1971,4.723721863507748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.161314010620117
3,Aragon,1972,5.001285381910972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.90011978149414
3,Aragon,1973,5.283490605641692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.70714569091797
3,Aragon,1974,5.442373781877054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.39490509033203
3,Aragon,1975,5.600971046497876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.422359466552734
3,Aragon,1976,5.736575089873876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.061880111694336
3,Aragon,1977,5.866395524827728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.85999298095703
3,Aragon,1978,5.925021352716189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.286657333374023
3,Aragon,1979,5.952799235095776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.492244720458984
3,Aragon,1980,5.974721595308707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72980308532715
3,Aragon,1981,6.011139587210574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.82062530517578
3,Aragon,1982,6.133604771544068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.48906707763672
3,Aragon,1983,6.260854181171451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.562376022338867
3,Aragon,1984,6.3728936159144265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.101327896118164
3,Aragon,1985,6.495501320214314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.533239364624023
3,Aragon,1986,6.926520924267174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.325876235961914
3,Aragon,1987,7.358611825192803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.599504470825195
3,Aragon,1988,7.802770288288168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.082304000854492
3,Aragon,1989,8.242645307255962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.157751083374023
3,Aragon,1990,8.458297629248786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.210424423217773
3,Aragon,1991,8.668237820723098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.017955780029297
3,Aragon,1992,8.46686626086743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86540412902832
3,Aragon,1993,8.256926941074871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.559242248535156
3,Aragon,1994,8.573978514509248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.921186447143555
3,Aragon,1995,8.846758243459458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.666744232177734
3,Aragon,1996,9.096686835290363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Aragon,1997,9.518708940302771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1955,2.5029278046674164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1956,2.6155384088781557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1957,2.725792639393767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1958,2.751856577529188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1959,2.7774208241004805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1960,2.9672951195724213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1961,3.1438873822741495,14.119999885559082,21.360000610351562,22.079999923706055,9.029999732971191,28.459999084472656,4.949999809265137,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1962,3.373536080232657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1963,3.59725799604131,15.170000076293945,19.040000915527344,22.360000610351562,8.960000038146973,29.709999084472656,4.769999980926514,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1964,3.672593527267879,NA,NA,NA,NA,NA,NA,29.01267433166504,668.60009765625,37.55399703979492,12.838385581970215,5.938287734985352,NA,21.04845428466797
4,Principado De Asturias,1965,3.743358831070587,12.100000381469727,18.469999313354492,24.40999984741211,9.5600004196167,30.030000686645508,5.429999828338623,30.044288635253906,668.96533203125,39.88791275024414,13.502683639526367,6.106203079223633,NA,22.659502029418945
4,Principado De Asturias,1966,3.909382824215403,NA,NA,NA,NA,NA,NA,31.04444122314453,670.01220703125,42.48976135253906,14.260560035705566,6.287752628326416,NA,22.34093475341797
4,Principado De Asturias,1967,4.073122139489164,10.5600004196167,18.309999465942383,24.799999237060547,8.680000305175781,31.170000076293945,6.480000019073486,32.01376724243164,672.92266845703125,45.51075744628906,15.119030952453613,6.5061116218566895,NA,21.481456756591797
4,Principado De Asturias,1968,4.308626141693892,NA,NA,NA,NA,NA,NA,32.952903747558594,672.70477294921875,52.73724365234375,16.033485412597656,6.6247100830078125,NA,23.038053512573242
4,Principado De Asturias,1969,4.549700190291613,9.859999656677246,16.059999465942383,26.979999542236328,8.800000190734863,31.389999389648438,6.909999847412109,33.86246109008789,672.25128173828125,60.211219787597656,17.042001724243164,7.0839643478393555,98.73999786376953,26.049453735351562
4,Principado De Asturias,1970,4.631605151039436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.937179565429688
4,Principado De Asturias,1971,4.699657345390157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74786376953125
4,Principado De Asturias,1972,5.0225648768320665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.009681701660156
4,Principado De Asturias,1973,5.345615364081245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.831401824951172
4,Principado De Asturias,1974,5.502499338219215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.34782600402832
4,Principado De Asturias,1975,5.651956583833191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.062095642089844
4,Principado De Asturias,1976,5.592259459071962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.973421096801758
4,Principado De Asturias,1977,5.538703332251053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.239246368408203
4,Principado De Asturias,1978,5.614610250865824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.366674423217773
4,Principado De Asturias,1979,5.704298893814937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.128252029418945
4,Principado De Asturias,1980,5.796986557830576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.13027572631836
4,Principado De Asturias,1981,5.935661100176736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.48353385925293
4,Principado De Asturias,1982,5.849757299393254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.84812355041504
4,Principado De Asturias,1983,5.769066155484594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3350830078125
4,Principado De Asturias,1984,5.887318066071525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.750106811523438
4,Principado De Asturias,1985,6.011282543017844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.305553436279297
4,Principado De Asturias,1986,6.2347900251155925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.254858016967773
4,Principado De Asturias,1987,6.465295804156402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.510318756103516
4,Principado De Asturias,1988,6.688160420962315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.13117218017578
4,Principado De Asturias,1989,6.913524585191062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.36362075805664
4,Principado De Asturias,1990,6.983147550058242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.212276458740234
4,Principado De Asturias,1991,7.040631039011176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.660430908203125
4,Principado De Asturias,1992,6.922807560005177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.540019989013672
4,Principado De Asturias,1993,6.798343173574292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.537837982177734
4,Principado De Asturias,1994,6.954155850839492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.607378005981445
4,Principado De Asturias,1995,7.116466915563188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.421979904174805
4,Principado De Asturias,1996,7.2172237375537796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Principado De Asturias,1997,7.475721396844206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1955,3.143958860177784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1956,3.3477578357913367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1957,3.549628651370256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1958,3.6426734869836297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1959,3.7348616773555774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1960,4.058840505670255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1961,4.3602541084801665,16.34000015258789,2.140000104904175,22.15999984741211,7.059999942779541,45.380001068115234,6.929999828338623,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1962,4.646172696472883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1963,4.911525261058225,15.800000190734863,1.940000057220459,20.09000015258789,8.149999618530273,48.290000915527344,5.730000019073486,NA,NA,NA,NA,NA,NA,NA
5,Baleares (Islas),1964,5.050699712888951,NA,NA,NA,NA,NA,NA,48.078617095947266,294.38134765625,14.788241386413574,5.303598403930664,3.3519999980926514,NA,14.179034233093262
5,Baleares (Islas),1965,5.184661507844857,12.510000228881836,2.140000104904175,18.790000915527344,8.880000114440918,52.099998474121094,5.579999923706055,48.017120361328125,296.6788330078125,16.25817108154297,5.512087821960449,3.466468572616577,NA,19.002500534057617
5,Baleares (Islas),1966,5.466795253671942,NA,NA,NA,NA,NA,NA,47.94920349121094,299.2917175292969,17.90406608581543,5.751986026763916,3.5897774696350098,NA,26.25341033935547
5,Baleares (Islas),1967,5.737646386746644,11.010000228881836,2.119999885559082,16.530000686645508,8.600000381469727,54.779998779296875,6.960000038146973,47.875038146972656,302.80609130859375,19.802547454833984,6.02474308013916,3.7353618144989014,NA,29.70153045654297
5,Baleares (Islas),1968,6.161453695986415,NA,NA,NA,NA,NA,NA,47.7947998046875,304.9363098144531,23.670024871826172,6.31135892868042,3.824725866317749,NA,30.761695861816406
5,Baleares (Islas),1969,6.581691032612334,9.989999771118164,2.0399999618530273,13.720000267028809,8.779999732971191,58.209999084472656,7.269999980926514,47.708656311035156,306.78741455078125,27.848173141479492,6.625851154327393,4.11259126663208,104.16999816894531,26.752099990844727
5,Baleares (Islas),1970,6.887032433395146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.44374656677246
5,Baleares (Islas),1971,7.168666269737665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7412166595459
5,Baleares (Islas),1972,7.570693738730899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.80752182006836
5,Baleares (Islas),1973,7.9562978518414385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1038875579834
5,Baleares (Islas),1974,7.972722079405885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.310558319091797
5,Baleares (Islas),1975,7.974149894115075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36857032775879
5,Baleares (Islas),1976,8.034846837845437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.885923385620117
5,Baleares (Islas),1977,8.080548240402296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.087942123413086
